id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms,minutes,total_time
412809,Mushroom Lasagna: Gluten Free and Pasta Free!,"Sauteed mushrooms replace traditional lasagna noodles, and their rich flavor and texture more than make up for the absence of meat. Use 3 T. flax seed meal mixed with 1 T. water for egg-free preparation (as noted in the ingredients). Gluten free pasta is available, but because I'm severely vitamin D deficient as a result of Celiac Disease which went undiagnosed for many years, I came up with this in order to take advantage of the vitamin D in mushrooms. The cheese and pasta sauce are the two critical ingredients that will make or break this dish. We have two sauces created by local restaurants that are available in many Ohio grocery stores: LaRosa's and Annarino's. They tie for first place as the best all-purpose sauce I've ever tasted. You might consider looking in your area for a good locally produced sauce ... but maybe we're just really lucky around here! I use Mario Batali Italian Four Cheese Blend because it's outstanding and loaded with flavor.","['fresh mushrooms', 'margarine', 'olive oil', 'eggs', 'garlic salt', 'italian seasoning', 'parsley flakes', 'ricotta cheese', 'part-skim mozzarella cheese', 'italian cheese blend', 'pasta sauce']","[""16   ounces   sliced fresh mushrooms (white, baby Portobello or a combination of the two)"",""1   tablespoon    margarine (I use Smart Balance )"",""1   tablespoon    olive oil"",""1       eggs or 3   tablespoons   flax seed meal mixed with 1 t. water"",""1/2  teaspoon    garlic salt (use garlic powder if watching your salt intake)"",""1/2  teaspoon    italian seasoning"",""1   tablespoon    parsley flakes"",""15   ounces    ricotta cheese (if using low-fat, strain in cheesecloth lined colander)"",""2   cups   shredded part-skim mozzarella cheese, divided as instructed below "",""1/2  cup   shredded and divided Italian cheese blend, Romano Parmesan \u0026 Asiago should be included in the blend "",""2 1/2-3 1/2  cups    pasta sauce, depending on how much extra sauce you want to serve with the lasagna, and for possible bread stick d ""]",1 (525 g),4,"['Preheat oven to 350 degrees. Saute mushrooms in margarine and olive oil in a large skillet until lightly browned and moisture is released from the mushrooms.', 'Place half of the cooked mushrooms in the bottom of an 8 x 8 casserole dish and spread out evenly. Sprinkle with 1/4 cup Mozzarella. Place in oven for 5-10 min., just long enough to slightly melt the cheese. This creates a firm bottom layer.', 'In a large mixing bowl, lightly beat the egg. Stir in garlic salt or powder, Italian seasoning (crush it between your fingers as you add it) and parsley flakes. Add Ricotta, 1 cup Mozzarella, and 1/4 cup Italian cheese blend. Mix well.', 'Spread 3/4 cup pasta sauce over the mushrooms/melted cheese bottom layer.', 'Top with Ricotta mixture and spread evenly all the way to the edges to seal it.', 'Place remaining mushrooms on top of Ricotta layer, and cover with 3/4 cup sauce. Top with 3/4 cup Mozzarella and 1/4 cup Italian cheese blend.', ""Cover with foil, making sure the foil is tight enough so that it's not touching the cheese."", 'Bake for 45 minutes, then remove foil. Return to oven for 10-15 minutes, or until cheese is bubbly.', 'Heat remaining pasta sauce to serve with the meal.', 'Allow lasagna to stand for at least 10 minutes before cutting. I ladle a small amount of sauce onto the plate, and then place a serving of lasagna on top of it.', 'Makes 4, four inch by four inch servings.']","['time-to-make', 'course', 'preparation', 'main-dish', 'vegetarian', 'dietary', 'gluten-free', 'egg-free', 'free-of-something', '4-hours-or-less']","{'gluten-free', 'dinner', 'vegetarian', 'pasta'}",30,40
696,Creme Brulee,,"['heavy cream', 'vanilla bean', 'sugar', 'eggs', 'egg yolks', 'dark brown sugar', 'fresh raspberry', 'vanilla bean', 'baking chocolate', 'pralines', 'pecans', 'coffee beans', 'bananas', 'butter', 'brandy', 'brown sugar']","[""3   cups    heavy cream"",""1   piece    vanilla bean, pierced "",""1/4  cup    sugar"",""3       eggs"",""3       egg yolks"",""1/2  cup    dark brown sugar"",""  fresh raspberry"","""",""1       vanilla bean"",""4 1/2  ounces    baking chocolate"",""4 1/2  ounces    pralines"",""1   cup    pecans, finely chopped  or 1   cup    brazil nut"",""3   ounces    coffee beans, finely ground  (Espresso, French Roast, etc.)"",""2       bananas"",""1   tablespoon    butter"",""2   tablespoons    brandy"",""2   teaspoons    brown sugar""]",1 (286 g),6,"['Preheat oven to 300°F.', 'In top of double boiler over hot water, heat cream,  vanilla bean and sugar to almost boiling.', 'Lower heat and simmer for 1 minute.   Remove from heat. Beat eggs and egg yolks.', 'Pour cream mixture in a thin stream  into eggs, stirring constantly.', 'Return to double boiler.', 'Cook over medium  heat, stirring with a wooden spoon, for 3 to 4 minutes or until custard coats  back of spoon.', 'Remove vanilla bean.', 'Pour into 6 custard dishes or 4 to 5 cup  flame proof serving dish.', 'Set dishes in a large pan of hot water on middle rack of oven.', '(Hot water should be level with custard.)  Bake for 35 to 45 minutes,  or until center of custard is set.  Remove custard from water and cool.', 'Cover  and chill.', 'To serve, sift brown sugar on top of creme.  Place dish into bowl of crushed ice.  Leaving door open, place under broiler at least 6"" from flame  until hard crust of caramelized sugar is formed.', 'Serve immediately or chill  until serving time.  Pass bowl of fresh raspberries along with creme for the  perfect topping.', 'Add a spoonful of whipped creme to the custard, if desired.', 'VARIATIONS, FLAVORED CREME BRULEE:', 'Vanilla Bean:', 'Add 1 pod for 3 cups of cream.', 'Break it open lengthwise or simply pierce it, and put it into liquid before it boils.', 'Chocolate:', 'Add 4 1/2 oz cooking chocolate for each 3 cups of cream, melted in  warm liquid.', 'Praline:', 'Add 4 1/2oz pralines to each 3 cups of cream after it is cooked.', 'Nuts:', 'Add 1 cup finely chopped pecans or brazil nuts for 3 cups cream after it  is cooled.', 'Coffee:', 'Use 3 oz coffee beans (Espresso, French Roast, etc -- ) finely ground,  then grilled in a pan of 3 cups cream.', 'Add to boiling liquid; infuse for 15  minutes, then strain.', 'Bananas:', 'Mash 2 soft bananas; saute in 1 tbsp butter.', 'Add 2 tbsp brandy and 2  tsp brown sugar.', 'Cook for 5 minutes.', 'Pat down on bottom of creme brulee pan  before adding liquid.', 'NOTES :', 'Use a double boiler to scald the cream unless you have a heavy  saucepan.   Use very low heat.  Milk scorches easily and, when scorched, should  be thrown out.', 'Beat eggs or egg yolks with a wire whisk or beater.   Add sugar gradually and continue whipping until it is thoroughly mixed inches.', 'NEVER add eggs directly to a hot mixture. (unless you like scrambled eggs in cream.)  Pour some of the hot liquid into the eggs while stirring briskly, then  return the warmed combination to the remaining hot liquid in the pan.', 'Stir the custard constantly over low heat until it acquires body.   Test it  by letting it run off the back of a spoon; if a light coating clings to the  spoon, the custard is finished.', 'Stir the custard occasionally as it cools to prevent a surface skin from  forming.   When it is cool, chill it, covered lightly with a clean dish towel, in the refrigerator.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'desserts', 'eggs-dairy', 'french', 'oven', 'european', 'dinner-party', 'dietary', 'gluten-free', 'free-of-something', 'equipment', '4-hours-or-less']","{'french', 'dessert', 'gluten-free', 'dinner'}",30,40
232105,Simple Garlic &amp; Pepper Rack of Lamb,"This is an ideal way of cooking racks of lamb when you don't want a crumbed coating.  I like to serve this with a salad & potatoes (done however takes your fancy on the day!)or with steamed vegetables such as broccoli, cauliflower & carrots and a jacket baked potato, with a horror of horrors......gravy made with a pkt mix! LOL","['racks of lamb', 'oil', 'garlic', 'peppercorn', 'salt']","[""2       racks of lamb (frenched \u0026 fatty skin removed if desired)"",""1 -2   tablespoon    oil"",""2   tablespoons   minced garlic (a sweeter flavour is obtained by using roasted bulbs of garlic mashed)"","" freshly ground mix of coloured peppercorn (pink, green \u0026 black)"",""  salt""]",1 (7 g),2,"[""Preheat oven to 350'F."", 'Heat oil in pan and sear lamb racks on all sides starting with the meat side first.', 'Remove from pan and spread with garlic.', 'Sprinkle on the pepper mix and then sprinkle with salt.', 'Place on a shallow pan and place in oven.', 'Roast for about 20-30mins or until cooked to your preference.', 'Remove from oven and cover with tin foil or leave in turned off oven to rest for 5mins.', 'Either slice or leave whole to serve, depending on size.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', 'for-1-or-2', '5-ingredients-or-less', 'main-dish', 'lamb-sheep', 'easy', 'dinner-party', 'new-zealand', 'meat', 'number-of-servings']",{'dinner'},30,40
248232,Chocolate Biscuits,This is from  Small Cakes and Cookies cookbook. Wonderful book with all chocolate recipes in it.,"['self rising flour', 'butter', 'superfine sugar', 'chocolate chips', 'milk']","[""2   cups   sifted self rising flour"",""1/4  cup    butter"",""1   tablespoon    superfine sugar"",""1/3  cup    chocolate chips"",""2/3  cup    milk""]",1 (539 g),1,"['Lightly grease a cookie sheet.', 'Place flour in a bowl and add the butter cut into small pieces, Rub the butter into the flour with fingertips until the mixture looks like fine bread crumbs.', 'Stir in the superfine sugar and chocolate chips.', 'Mix in enough milk to form a soft dough. You may not have to use all the milk.', 'On a floured surface roll the dough to form a rectangle 4x6 inches and 1 inch thick.', 'Cut the dough into 9 squares.', 'Place on cookie sheet spacing them well apart.', 'Brush with a little milk and bake in a preheated 425°F oven for 10-12 minutes, until biscuits are risen and golden.', 'Let cool slightly and serve warm with a bit of whipped cream or a hazelnut spread.']","['30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'north-american', '5-ingredients-or-less', 'desserts', 'easy', 'cookies-and-brownies', 'dietary', 'high-calcium', 'high-in-something']","{'dessert', 'bread'}",30,40
494714,Ridiculously Easy Chicago-Style Pizza Pie,"Chicago-style pizza is great, but it can be a pain to make and way too expensive to buy from a restaurant... so I came up with this easy-to-make recipe.  The best Chicago pizzas usually feature cornbread crusts, but the pie crusts make a surprisingly tasty substitute!  I use this recipe by Dan-Amer #1 for the sausage (http://www.food.com/recipe/homemade-bulk-italian-sausage-chicago-style-329000), but store-bought sausage should work just as well.","['frozen pie crusts', 'italian sausage', 'onion', 'mushrooms', 'mozzarella cheese', 'parmesan cheese', 'pizza sauce', 'italian seasoning', 'parmesan cheese']","[""1 (9   inch)    frozen pie crusts, thawed "",""1   lb    Italian sausage, sliced or crumbled "",""1   small    onion, sliced "",""4   ounces    mushrooms, sliced "",""1   cup    mozzarella cheese, shredded "",""1/4  cup    parmesan cheese, shredded "",""1 (15   ounce) can   pizza sauce"",""1/2  teaspoon    italian seasoning"",""2   teaspoons    parmesan cheese, grated ""]",1 (343 g),4,"['Preheat oven to 400°F.', ""Bake the  pie crust according to your package's directions.  I usually prick the bottom and sides of the crust all over with a fork and bake it for 10 minutes, or until it becomes slightly golden.  Remove, and set aside."", ""Brown the sausage for about 5 minutes in a large pan over medium-high heat.  Add the onion and mushrooms and cook for a further 5 minutes, or until the sausage is cooked and the onions are soft and translucent.  Drain of any excess fat. (You can add salt &amp; pepper at this point depending on how salty/spicy your sausage is- I usually don't)."", 'Sprinkle the mozzarella and parmesan on the bottom of your pie crust.  Top the cheese with the sausage mixture, and spread it out evenly.  Next, spread the pizza sauce over the top, making sure the filling is completely covered.  Finally, you can sprinkle the Italian seasoning and grated cheese on top, if you wish.', 'Bake for 30 minutes.  Let cool for at least 5 minutes before serving.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'main-dish', 'beef', 'american', 'easy', 'beginner-cook', 'kid-friendly', 'dietary', 'spicy', 'one-dish-meal', 'comfort-food', 'midwestern', 'meat', 'beef-sausage', 'taste-mood', 'savory']","{'pie', 'dinner', 'pizza'}",30,40
232107,Makrout a Louz - Algerian Almond Cakes #2,"Delicious little diamonds of tangy almond delight! Easy to make and very much appreciated by all. Perfect for Eid celebrations or any special (or not so special!) ocassion.

This is for the lemon ones - more traditionally they are lime....

You can freeze these and then put the syrup and icing sugar on later. I like to make a few things in advance so I'm not cooking 24/7 just before Eid etc. I also make these with a mix of 250g desiccated coconut + 100g ground almonds - just as tasty & a fraction of the cost!","['ground almonds', 'granulated sugar', 'lemons%2c zest of', 'eggs', 'cornflour', 'sugar syrup', 'icing sugar']","["""",""3   cups    ground almonds"",""1   cup    granulated sugar"",""3       lemons, zest of, finely grated "",""3   small   medium eggs"","""",""3   tablespoons    cornflour (maize or cornstarch)"","""",""2   cups   of light sugar syrup"",""2 1/2  cups    icing sugar (confectioners sugar)""]",1 (921 g),1,"['Place the first 4 ingredients in a large bowl and mix well - traditionally with your hand.', 'Dust work top with a little cornflour and roll mixture into a sausage shape - approximately the thickness of a frankfurter or average thumb!', 'Cut the sausage into 3cm pieces. Do this at an angle to create lozange or diamond shapes.', 'Bake on middle shelf at approx 170c until set &amp; still pale - about 12-14 minutes THEY SHOULD NOT BE DARK.', 'When cooled slightly, drop one by one into the syrup. Hold on a fork and allow excess to dribble off before slowly dropping into the sugar. Re-dip with sugar 15 mins later and pop into paper cases.', 'For the syrup you can make it easily by putting 2 cups of water and 1 cup of sugar in a pan and boiling for 10 minutes It needs to be nice and light - just enough to hold the icing sugar on.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'desserts', 'oven', 'easy', 'beginner-cook', 'finger-food', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'picnic', 'vegetarian', 'cakes', 'dietary', 'oamc-freezer-make-ahead', 'ramadan', 'toddler-friendly', 'taste-mood', 'sweet', 'to-go', 'equipment', 'number-of-servings', 'presentation', 'served-cold']","{'cake', 'dessert', 'vegetarian'}",30,40
232108,Shrimp Stir-Fry,"I addapted this out of a children's cookbook. Everyone loved it so much that I have to make it once a week now, lol. You can just serve it with boil in the bag rice which is what the original recipe suggests.","['large shrimp', 'soy sauce', 'garlic clove', 'vegetable oil', 'red bell pepper', 'onion', 'snow peas', 'water', 'pepper', 'rice']","[""500   g    large shrimp, peeled and deveined  (i used allready cooked shrimp)"",""3   tablespoons    soy sauce"",""1       garlic clove, finely chopped "",""2   tablespoons    vegetable oil"",""1   small    red bell pepper, coarsely chopped  (capsicum)"",""1   small    onion, coarsely chopped "",""16       snow peas, ends trimmed and rinsed  (mangetouts)"",""2   tablespoons    water"",""1   pinch    pepper"",""2 (200   g)   straight to wok rice (unsure about size but i used 2 packets, can just have this on boiled or steamed rice)""]",1 (397 g),4,"['combine shrimp, 2tbsp of the soy sauce and the garlic - stir with a wooden spoon until evenly coated and set aside for ten minutes.', 'add vegetable oil to wok / large frypan and set over a medium-high heat.', 'when oil is hot add red pepper and onion.', 'cook stirring constantly until the pepper is slightly softened , about 3 minutes.', 'at this point i added my straight to wok rice an heated through, if you are not doing this skip to the next step.', 'add the snow peas and shrimp mixture.', 'continue stirring and turning until shrimp turn pink and are cooked through ( i used allreay cooked shrimp) and the snow peas are tender but still crisp about 3 minutes more.', 'remove from heat and add remaining tbsp of soy sauce, water and the pepper.', 'serve imediately (on a bed of rice if you have not used straight to wok rice).']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', 'main-dish', 'seafood', 'vegetables', 'easy', 'beginner-cook', 'dinner-party', 'kid-friendly', 'romantic', 'shrimp', 'dietary', 'one-dish-meal', 'comfort-food', 'egg-free', 'new-zealand', 'free-of-something', 'shellfish', 'onions', 'peppers', 'taste-mood', 'presentation', 'served-hot']","{'dinner', 'shrimp'}",30,40
232111,"Double Pork, Double Cheese Burgers","Food and Wine Magazine, June /07 edition. ""These burgers pair well with the crisp, coriander-inflected Lagunitas Brewing Company’s Sonoma Farmhouse Saison, modeled after the widely distributed Belgian beer Saison Dupont—also a great match."" Chef Sang Yoon  will almost always choose ale over Riesling and this is one of his beer-friendly recipes.","['bacon', 'ground pork', 'garlic clove', 'thyme', 'kosher salt', 'fresh ground pepper', 'red onions', 'olive oil', 'hamburger buns', 'unsalted butter', 'camembert cheese', 'gorgonzola', 'arugula', 'tomatoes']","[""1/2  cup   finely chopped bacon"",""1 1/2  lbs    ground pork"",""1   large    garlic clove, minced "",""2   teaspoons   finely chopped thyme"",""1   teaspoon    kosher salt"",""1/2  teaspoon    fresh ground pepper"",""4   slices    red onions (1/2-inch thick)"",""  olive oil, for drizzling "",""4       hamburger buns or 4       ciabatta rolls"",""2   tablespoons    unsalted butter, melted "",""6   ounces    camembert cheese, cut into eight slices  (1/3-inch-thick)"",""2   ounces    gorgonzola, cut into four slices  (1/3-inch-thick)"",""  arugula"",""4       tomatoes, slices ""]",1 (435 g),4,"['In a skillet, cook the bacon over moderate heat, stirring until cooked through, about 3 minutes.', 'Transfer the bacon to paper towels to drain and let cool.', 'In a large bowl, mix the bacon with the ground pork, garlic, thyme, salt and pepper.', 'Shape into four 1-inch-thick patties.', 'Light a grill.', 'Drizzle the onion slices with olive oil and grill over moderately high heat until lightly charred, about 2 minutes per side.', 'Transfer to a platter.', 'Brush the cut sides of the buns with the melted butter and grill, cut sides down, until toasted, about 1 minute.', 'Turn and grill for 30 seconds longer.', 'Transfer the buns to the platter.', 'Grill the burgers until charred outside and cooked through, about 5 minutes per side.', 'Arrange 2 Camembert slices and a Gorgonzola slice on each burger and cook until the cheese is melted, 1 minute.', 'On the bottom halves of the buns, layer the arugula, tomato, burgers and grilled onion.', 'Close the burgers and serve.', '*The burgers can be refrigerated overnight. Bring to room temperature before grilling.']","['bacon', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'main-dish', 'eggs-dairy', 'pork', 'easy', 'holiday-event', 'cheese', 'independence-day', 'meat', 'pork-loins', 'superbowl']","{'pork', 'dinner'}",30,40
251759,Brain Cookies With Blood Glaze,A great halloween cookie,"['unsalted butter', 'sugar', 'all-purpose flour', 'baking soda', 'salt', 'eggs', 'walnuts', 'vanilla', 'red food coloring', 'blue food coloring', 'icing sugar', 'red food coloring']","["""",""1   cup    unsalted butter, softened "",""1   cup    sugar"",""3   cups    all-purpose flour"",""1/2  teaspoon    baking soda"",""1/2  teaspoon    salt"",""2   large    eggs"",""1/2  cup   very finely chopped walnuts or 1/2  cup    pecans"",""1   teaspoon    vanilla"",""5   drops    red food coloring"",""9   drops    blue food coloring"","""",""2   cups    icing sugar"",""35   drops    red food coloring""]",1 (52 g),24,"['Preheat the oven to 350 degrees F.', 'Line 2 large baking sheets with parchment paper and set aside.', 'In a large bowl, cream together the butter and sugar.', 'Into a separate bowl, sift together the flour, baking soda, and salt.', 'Alternating with the eggs, add the flour mixture to the butter mixture, beating well after the each addition.', 'Fold in the nuts, vanilla, and red and blue food coloring, being careful not to overmix the dough.', 'Place the dough in batches in a potato grinder and push the dough out onto the prepared baking sheets in long tubes of dough.', 'With your fingers, loosely pat and arrange the dough strands into clumps resembling brains, pushing to form 2 hemispheres and shaping into a walnut-like shape.', 'Bake until golden brown on the bottom, 12 to 14 minutes.', 'Remove from the oven and transfer to a wire rack to cool.', 'To make the blood glaze: in a small bowl, combine the icing sugar with the food coloring to make a thick glaze, whisking together.', 'Drizzle the ""blood"" onto the cookies and serve either warm or at room temperature.']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'for-large-groups', 'rolled-cookies', 'desserts', 'holiday-event', 'cookies-and-brownies', 'halloween', 'number-of-servings']","{'cookie', 'dessert'}",30,40
286971,Delicious Lime Cheesecake Ice Cream,"This is a fabulous ice cream recipe. It is THE simplest thing to put together & makes a wonderful treat.... To jazz it up sometimes I add some finely grated lime zest

Time to make doesn't include churning/freezing time ;)","['egg yolks', 'caster sugar', 'cream cheese', 'lime curd', 'double cream', 'milk']","[""3      free range egg yolks"",""3   ounces    caster sugar"",""50   g    cream cheese"",""3   tablespoons    lime curd"",""150   ml    double cream"",""150   ml    milk""]",1 (120 g),4,"['Beat egg yolks with caster sugar and cream cheese until smooth. Add  lime curd, milk and cream. mix well until sugar is fully incorporated.', ""Churn in an ice cream maker for approx 20 minutes. Remove from churner &amp;  place in a container &amp; freeze for at least 1 hour. Allow to 'sit' for a couple of minutes before serving.""]","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'desserts', 'eggs-dairy', 'easy', 'european', 'beginner-cook', 'dinner-party', 'vegetarian', 'frozen-desserts', 'english', 'dietary', 'comfort-food', 'taste-mood', 'sweet', 'equipment', 'small-appliance', '3-steps-or-less']","{'dessert', 'dinner', 'vegetarian', 'english'}",30,40
232064,Pinto Bean Soup With Fresh Salsa,"Despite its creamy taste, this simply prepared soup is surprisingly low in fat. A cantina cook might well make up a batch from the previous day’s leftover beans. It is the perfect antidote to a blustery day, and the fresh, sharp garnish contrasts nicely with the natural richness of the beans.","['dried pinto beans', 'water', 'vegetable oil', 'yellow onions', 'salt', 'fresh ground black pepper', 'garlic cloves', 'chicken stock', 'plum tomatoes', 'red onion', 'fresh cilantro', 'lime%2c juice of', 'salt %26 freshly ground black pepper', 'crema']","[""1 1/2  cups    dried pinto beans"",""7   cups    water"",""1/4  cup    vegetable oil"",""2       yellow onions, diced "",""1   teaspoon    salt"",""1/2  teaspoon    fresh ground black pepper"",""4       garlic cloves, minced "",""6   cups    vegetable stock or 6   cups    water"","""",""3      ripe plum tomatoes, diced  (Roma)"",""1/2  small    red onion, finely diced  (Spanish)"",""1/4  cup   coarsely chopped fresh cilantro"",""1       lime, juice of"",""  salt \u0026 freshly ground black pepper"",""  crema or   sour cream""]",1 (658 g),6,"['Sort through the beans and discard any misshapen beans or stones. Rinse well. Place the beans in a saucepan and add the water. Bring to a boil, reduce the heat to medium low, cover and simmer until the smallest bean is cooked through and creamy inside, about 1 ½ hours. Remove from the heat and set aside.', 'In a large saucepan over medium heat, warm the vegetable oil. Add the onions, salt and pepper and sauté until the onions are lightly browned, about 10 minutes. Add the garlic and sauté for 1 to 2 minutes longer. Add the beans and their liquid and the stock or water. Bring to a boil, reduce the heat to medium and simmer uncovered, stirring occasionally, until the beans start to break apart, 20 to 30 minutes. Remove the beans from the heat and let cool slightly.', 'For the salsa:', 'In a bowl, stir together the tomatoes, onion, cilantro, lime juice and salt and pepper to taste. Cover and refrigerate until you are ready to serve.', 'Working in batches, transfer the bean mixture to a blender and puree until smooth. Transfer the puree to a clean saucepan and reheat over reheat over low heat, stirring frequently, until hot. (If not serving immediately, keep warm over very low heat, stirring often).', 'Ladle the soup into warmed shallow bowls and top each serving with a spoonful of salsa and a dollop of crema or sour cream.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'low-protein', 'bisques-cream-soups', 'soups-stews', 'beans', 'mexican', 'food-processor-blender', 'oaxacan', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'comfort-food', 'low-carb', 'low-in-something', 'taste-mood', 'savory', 'equipment', 'small-appliance', '4-hours-or-less']","{'low-calorie', 'low-sodium', 'low-carb', 'mexican', 'soup'}",30,40
350688,Roasted Shrimp Cocktail,"This recipe for shrimp cocktail is way better than any cold recipe I have ever tried! I saw it on Food Network by Ina of Barefoot Contessa... The shrimp is so flavorful!! The original recipe also included a cocktail sauce, but they were so good, we didn't even need sauce!","['shrimp', 'olive oil', 'kosher salt', 'fresh ground black pepper']","[""2   lbs    shrimp"",""1   tablespoon    olive oil"",""1/2  teaspoon    kosher salt"",""1/2  teaspoon    fresh ground black pepper""]",1 (115 g),6,"['Preheat the oven to 400 degrees F.', 'Peel and devein the shrimp, leaving the tails on.', 'Place them on a sheet pan with the olive oil, salt, and pepper and spread them in 1 layer. (I added a little Garlic salt too).', 'Roast for 8 to10 minutes, just until pink and firm and cooked through.', 'Set aside to cool.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', '5-ingredients-or-less', 'very-low-carbs', 'appetizers', 'lunch', 'snacks', 'seafood', 'easy', 'beginner-cook', 'shrimp', 'dietary', 'low-saturated-fat', 'low-calorie', 'high-protein', 'low-carb', 'high-in-something', 'low-in-something', 'shellfish']","{'low-calorie', 'lunch', 'healthy', 'low-carb', 'appetizer', 'snack', 'shrimp'}",30,40
232115,Caramel Butter Brie,This makes a wonderful sweet/salty appetizer to spread over crackers.  Once you cut into this the soft cheese kind of oozes out and its fabulous to spread over apple slices also.,"['butter', 'light brown sugar', 'white sugar', 'heavy whipping cream', 'nutmeg', 'brie cheese', 'pecans']","[""1/4  cup    butter"",""1/4  cup    light brown sugar"",""1/4  cup    white sugar"",""1/4  cup    heavy whipping cream"",""1/8  teaspoon    nutmeg, ground "",""12   ounces    brie cheese, wheel "",""1/2  cup    pecans, toasted ""]",1 (77 g),8,"['Preheat oven to 350 degrees.', 'Melt butter, brown sugar and white sugar in heavy saucepan over low heat and stir until sugars are dissolved.', 'Gradually whisk in heavy cream and continue whisking until smooth.', 'Add nutmeg.', 'Bring to a boil over medium heat and cook for 5 minutes.', 'Place wheel of Brie on a pie plate and pour caramel over the top, letting it drip down the sides.', 'Bake for 10 minutes or until Brie is soft.', 'Remove from oven and sprinkle with toasted pecans.', 'Let stand 5 minutes before serving.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'appetizers', 'eggs-dairy', 'dips', 'cheese']",{'appetizer'},30,40
232117,Tiramisu Piemontese,"One of the most celebrated delicious Italian desserts, and my Roman partner Cristiano introduced me to the best possible recipe!!

""Tiramisu"" means ""Pick me up"" in Italian (Tira mi su). I was curious about the origin of this name, and when I asked Cristiano about it, he told me this rich cake full of calories (thus it would give you lots of energy) was served traditionally as a final dessert at weddings (the Italian weddings rival to those of Greeks, they keep on eating and eating all day and night!!). This was done to assure the newly weds' very ""energetic"" and passionate honeymoon following the big feast!!","['mascarpone', 'eggs', 'sugar', 'marsala wine', 'espresso coffee', 'ladyfingers', 'unsweetened cocoa powder', 'sweetened cocoa powder']","[""700   g    mascarpone"",""6      very fresh eggs (essential!!, 5 if eggs are particularly large)"",""100   g    sugar"",""1/2  cup    marsala wine"",""250   ml   freshly brewed espresso coffee (not too strong, slightly diluted, (or more)"",""600   g    ladyfingers (or savoiardi, if available, biscuits, enough to cover 2 layers)"","" pure unsweetened cocoa powder"",""  sweetened cocoa powder""]",1 (115 g),12,"['Separate eggs. Beat together yolks, sugar, wine and mascarpone until the mixture attains a smooth creamy texture.', 'Whip the eggwhite vigorously until it becomes solid--if available, electric whip will help immensely. (do this patiently with ""high energy"", if it is not solid enough the end result will be soggy and soupy!).', 'Carefully fold in the whipped eggwhite into the mascarpone/york mixture, blend them well and evenly.', 'Mix 2 teaspoonful of sugar into the coffee, then pour in a container large enough to dip savoiardi/lady fingers comfortably.', 'Dip each pieces of biscuits into the coffee quickly, (wet the entire surface for a moment but not until it gets soggy all the way through) lay them neatly in one layer at the bottom of a large square/rectangular baking dish (or 2 medium).', 'Pour half of the cream (mascarpone/egg mixture) evenly over the savoiardi, then sprinkle the sweetened cocoa powder to cover the surface.', 'Lay another layer of savoiardi on top, repeat with the cream, then top it off with unsweetened pure cocoa powder.', 'Chill it in the fridge for a couple of hours before serving.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'desserts', 'eggs-dairy', 'easy', 'european', 'italian']","{'dessert', 'italian'}",30,40
232119,Hemingway Special- a Caribbean Inspired Cocktail,"A spin off of the ""Hemingway Special"" Serve in a frosty glass over ice and you are set to sample a taste of the Caribbean!","['white rum', 'maraschino juice', 'lime%2c juice of', 'grapefruit juice', 'blue curacao', 'pineapple juice']","[""2   ounces    white rum"",""1/4  ounce    maraschino juice, can use grenadine "",""1/2      lime, juice of"",""1   ounce    grapefruit juice"",""1   ounce    blue curacao"",""2   ounces    pineapple juice""]",1 (166 g),1,"['Squeeze lime juice into a shaker.', 'Add remaining ingredients and shake briefly.', 'Pour into a frosty glass filled with crushed ice.']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'puerto-rican', 'north-american', 'for-1-or-2', 'beverages', 'caribbean', 'easy', 'central-american', 'beginner-cook', 'holiday-event', 'picnic', 'summer', 'cocktails', 'cuban', 'seasonal', 'independence-day', 'to-go', 'camping', 'number-of-servings', 'presentation', 'served-cold', '3-steps-or-less']","{'cuban', 'caribbean'}",30,40
